p_nta_code,p_nta_name,d_nta_code,d_nta_name,num_trips
QN46,Bayside-Bayside Hills,BK83,Cypress Hills-City Line,1
QN46,Bayside-Bayside Hills,MN15,Clinton,1
QN46,Bayside-Bayside Hills,MN06,Manhattanville,1
QN46,Bayside-Bayside Hills,QN08,St. Albans,1
QN46,Bayside-Bayside Hills,BK85,East New York (Pennsylvania Ave),1
QN46,Bayside-Bayside Hills,QN76,Baisley Park,1
QN46,Bayside-Bayside Hills,QN03,Springfield Gardens South-Brookville,1
QN46,Bayside-Bayside Hills,MN36,Washington Heights South,1
QN46,Bayside-Bayside Hills,BK25,Homecrest,1
QN46,Bayside-Bayside Hills,QN01,South Jamaica,1
QN46,Bayside-Bayside Hills,BK90,East Williamsburg,1
BK75,Bedford,SI07,Westerleigh,1
BK75,Bedford,SI05,New Springville-Bloomfield-Travis,1
BK75,Bedford,BX31,Allerton-Pelham Gardens,1
BK75,Bedford,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1
BK75,Bedford,SI22,West New Brighton-New Brighton-St. George,1
BK75,Bedford,SI35,New Brighton-Silver Lake,1
BK75,Bedford,SI48,Arden Heights,1
BK75,Bedford,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,1
BK75,Bedford,SI14,Grasmere-Arrochar-Ft. Wadsworth,1
BK75,Bedford,QN43,Bellerose,1
BK75,Bedford,QN46,Bayside-Bayside Hills,1
BK75,Bedford,QN33,Cambria Heights,1
BK75,Bedford,BX40,Fordham South,1
BK75,Bedford,BX03,Eastchester-Edenwald-Baychester,1
BK75,Bedford,QN48,Auburndale,1
BK75,Bedford,SI45,New Dorp-Midland Beach,1
BX05,Bedford Park-Fordham North,BK68,Fort Greene,1
BX05,Bedford Park-Fordham North,BK75,Bedford,1
BX05,Bedford Park-Fordham North,QN18,Rego Park,1
BX05,Bedford Park-Fordham North,BK61,Crown Heights North,1
BX05,Bedford Park-Fordham North,QN71,Old Astoria,1
BX05,Bedford Park-Fordham North,QN27,East Elmhurst,1
BX05,Bedford Park-Fordham North,QN26,North Corona,1
BX05,Bedford Park-Fordham North,QN68,Queensbridge-Ravenswood-Long Island City,1
BX05,Bedford Park-Fordham North,MN22,East Village,1
BX05,Bedford Park-Fordham North,MN50,Stuyvesant Town-Cooper Village,1
BX05,Bedford Park-Fordham North,BK78,Bushwick South,1
BX05,Bedford Park-Fordham North,QN17,Forest Hills,1
BX05,Bedford Park-Fordham North,QN38,Pomonok-Flushing Heights-Hillcrest,1
BX05,Bedford Park-Fordham North,BK73,North Side-South Side,1
BX05,Bedford Park-Fordham North,MN28,Lower East Side,1
BX05,Bedford Park-Fordham North,BK81,Brownsville,1
BX05,Bedford Park-Fordham North,QN72,Steinway,1
QN43,Bellerose,MN09,Morningside Heights,1
QN43,Bellerose,BK44,Madison,1
QN43,Bellerose,QN01,South Jamaica,1
QN43,Bellerose,QN12,Hammels-Arverne-Edgemere,1
QN43,Bellerose,QN25,Corona,1
QN43,Bellerose,BK93,Starrett City,1
QN43,Bellerose,QN30,Maspeth,1
QN43,Bellerose,MN50,Stuyvesant Town-Cooper Village,1
QN43,Bellerose,BK29,Bensonhurst East,1
QN43,Bellerose,BK91,East Flatbush-Farragut,1
QN43,Bellerose,BX26,Highbridge,1
QN43,Bellerose,QN63,Woodside,1
QN43,Bellerose,BX43,Norwood,1
QN43,Bellerose,MN33,East Harlem South,1
QN43,Bellerose,QN26,North Corona,1
QN43,Bellerose,QN52,East Flushing,1
QN43,Bellerose,BK76,Greenpoint,1
QN43,Bellerose,QN49,Whitestone,1
QN43,Bellerose,QN23,College Point,1
BX06,Belmont,BK75,Bedford,1
BX06,Belmont,QN55,South Ozone Park,1
BX06,Belmont,MN27,Chinatown,1
BX06,Belmont,BK61,Crown Heights North,1
BX06,Belmont,BK60,Prospect Lefferts Gardens-Wingate,1
BX06,Belmont,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1
BX06,Belmont,QN27,East Elmhurst,1
BX06,Belmont,BK33,Carroll Gardens-Columbia Street-Red Hook,1
BX06,Belmont,BX55,Soundview-Bruckner,1
BX06,Belmont,BK90,East Williamsburg,1
BX06,Belmont,QN28,Jackson Heights,1
BK29,Bensonhurst East,SI32,Rossville-Woodrow,1
BK29,Bensonhurst East,BX63,West Concourse,1
BK29,Bensonhurst East,QN25,Corona,1
BK29,Bensonhurst East,SI22,West New Brighton-New Brighton-St. George,1
BK29,Bensonhurst East,SI35,New Brighton-Silver Lake,1
BK29,Bensonhurst East,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1
BK29,Bensonhurst East,MN11,Central Harlem South,1
BK29,Bensonhurst East,SI37,Stapleton-Rosebank,1
BK29,Bensonhurst East,MN34,East Harlem North,1
BK29,Bensonhurst East,QN26,North Corona,1
BK29,Bensonhurst East,SI11,Charleston-Richmond Valley-Tottenville,1
BK29,Bensonhurst East,BK75,Bedford,1
BK29,Bensonhurst East,BK72,Williamsburg,1
BK29,Bensonhurst East,BK85,East New York (Pennsylvania Ave),1
BK29,Bensonhurst East,BX31,Allerton-Pelham Gardens,1
BK29,Bensonhurst East,QN57,Lindenwood-Howard Beach,1
BK29,Bensonhurst East,BK64,Prospect Heights,1
BK29,Bensonhurst East,BK81,Brownsville,1
BK29,Bensonhurst East,QN72,Steinway,1
BK29,Bensonhurst East,QN29,Elmhurst,1
BK29,Bensonhurst East,MN36,Washington Heights South,1
BK29,Bensonhurst East,BX62,Woodlawn-Wakefield,1
BK29,Bensonhurst East,MN06,Manhattanville,1
BK29,Bensonhurst East,BK69,Clinton Hill,1
BK29,Bensonhurst East,SI05,New Springville-Bloomfield-Travis,1
BK29,Bensonhurst East,BK60,Prospect Lefferts Gardens-Wingate,1
BK29,Bensonhurst East,BX27,Hunts Point,1
BK29,Bensonhurst East,BK63,Crown Heights South,1
BK29,Bensonhurst East,QN30,Maspeth,1
BK29,Bensonhurst East,QN56,Ozone Park,1
BK28,Bensonhurst West,MN11,Central Harlem South,1
BK28,Bensonhurst West,BX62,Woodlawn-Wakefield,1
BK28,Bensonhurst West,QN29,Elmhurst,1
BK28,Bensonhurst West,MN36,Washington Heights South,1
BK28,Bensonhurst West,QN30,Maspeth,1
BK28,Bensonhurst West,MN04,Hamilton Heights,1
BK28,Bensonhurst West,QN71,Old Astoria,1
BK28,Bensonhurst West,QN68,Queensbridge-Ravenswood-Long Island City,1
BK28,Bensonhurst West,BK77,Bushwick North,1
BK28,Bensonhurst West,BX39,Mott Haven-Port Morris,1
BK28,Bensonhurst West,QN76,Baisley Park,1
BK28,Bensonhurst West,QN63,Woodside,1
BK28,Bensonhurst West,QN26,North Corona,1
BK28,Bensonhurst West,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1
BK28,Bensonhurst West,QN37,Kew Gardens Hills,1
BK28,Bensonhurst West,SI25,Oakwood-Oakwood Beach,1
BK28,Bensonhurst West,QN18,Rego Park,1
BK28,Bensonhurst West,MN99,park-cemetery-etc-Manhattan,1
BK28,Bensonhurst West,QN22,Flushing,1
BK28,Bensonhurst West,QN20,Ridgewood,1
BK28,Bensonhurst West,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1
BK28,Bensonhurst West,QN35,Briarwood-Jamaica Hills,1
BK28,Bensonhurst West,MN09,Morningside Heights,1
BK28,Bensonhurst West,SI22,West New Brighton-New Brighton-St. George,1
BK88,Borough Park,BX22,North Riverdale-Fieldston-Riverdale,1
BK88,Borough Park,BK81,Brownsville,1
BK88,Borough Park,BX05,Bedford Park-Fordham North,1
BK88,Borough Park,QN46,Bayside-Bayside Hills,1
BK88,Borough Park,QN55,South Ozone Park,1
BK88,Borough Park,QN68,Queensbridge-Ravenswood-Long Island City,1
BK88,Borough Park,QN23,College Point,1
BK88,Borough Park,QN22,Flushing,1
BK88,Borough Park,QN57,Lindenwood-Howard Beach,1
BK88,Borough Park,BK79,Ocean Hill,1
BK88,Borough Park,SI54,Great Kills,1
BK88,Borough Park,MN06,Manhattanville,1
BK88,Borough Park,QN54,Richmond Hill,1
BK88,Borough Park,BX34,Melrose South-Mott Haven North,1
BK88,Borough Park,QN71,Old Astoria,1
BK88,Borough Park,QN29,Elmhurst,1
BK88,Borough Park,BK96,Rugby-Remsen Village,1
BK88,Borough Park,QN61,Jamaica,1
BK88,Borough Park,QN30,Maspeth,1
BK88,Borough Park,BX39,Mott Haven-Port Morris,1
BK88,Borough Park,QN50,Elmhurst-Maspeth,1
BK88,Borough Park,QN02,Springfield Gardens North,1
BK88,Borough Park,MN35,Washington Heights North,1
BK88,Borough Park,QN27,East Elmhurst,1
BK88,Borough Park,BX99,park-cemetery-etc-Bronx,1
BK88,Borough Park,QN99,park-cemetery-etc-Queens,1
BK88,Borough Park,MN01,Marble Hill-Inwood,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,MN09,Morningside Heights,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN54,Richmond Hill,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN76,Baisley Park,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN42,Oakland Gardens,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,MN12,Upper West Side,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BK26,Gravesend,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BK42,Flatbush,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN20,Ridgewood,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,MN15,Clinton,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,MN31,Lenox Hill-Roosevelt Island,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BK33,Carroll Gardens-Columbia Street-Red Hook,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,MN20,Murray Hill-Kips Bay,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN53,Woodhaven,1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BK43,Midwood,1
QN35,Briarwood-Jamaica Hills,SI45,New Dorp-Midland Beach,1
QN35,Briarwood-Jamaica Hills,BX44,Williamsbridge-Olinville,1
QN35,Briarwood-Jamaica Hills,BK63,Crown Heights South,1
QN35,Briarwood-Jamaica Hills,BX07,Bronxdale,1
QN35,Briarwood-Jamaica Hills,BK79,Ocean Hill,1
QN35,Briarwood-Jamaica Hills,BX30,Kingsbridge Heights,1
QN35,Briarwood-Jamaica Hills,BK19,Brighton Beach,1
QN35,Briarwood-Jamaica Hills,BK81,Brownsville,1
QN35,Briarwood-Jamaica Hills,BX35,Morrisania-Melrose,1
QN35,Briarwood-Jamaica Hills,BX27,Hunts Point,1
QN35,Briarwood-Jamaica Hills,BX01,Claremont-Bathgate,1
QN35,Briarwood-Jamaica Hills,BX08,West Farms-Bronx River,1
QN35,Briarwood-Jamaica Hills,BX10,Pelham Bay-Country Club-City Island,1
QN35,Briarwood-Jamaica Hills,BK95,Erasmus,1
QN35,Briarwood-Jamaica Hills,BX33,Longwood,1
QN35,Briarwood-Jamaica Hills,BX29,Spuyten Duyvil-Kingsbridge,1
QN35,Briarwood-Jamaica Hills,BK88,Borough Park,1
QN35,Briarwood-Jamaica Hills,BX62,Woodlawn-Wakefield,1
QN35,Briarwood-Jamaica Hills,BX05,Bedford Park-Fordham North,1
QN35,Briarwood-Jamaica Hills,BK21,Seagate-Coney Island,1
QN35,Briarwood-Jamaica Hills,BK28,Bensonhurst West,1
QN35,Briarwood-Jamaica Hills,BK58,Flatlands,1
QN35,Briarwood-Jamaica Hills,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1
QN35,Briarwood-Jamaica Hills,BX55,Soundview-Bruckner,1
BK19,Brighton Beach,BX39,Mott Haven-Port Morris,1
BK19,Brighton Beach,QN02,Springfield Gardens North,1
BK19,Brighton Beach,QN17,Forest Hills,1
BK19,Brighton Beach,BX27,Hunts Point,1
BK19,Brighton Beach,QN30,Maspeth,1
BK19,Brighton Beach,BK93,Starrett City,1
BK19,Brighton Beach,QN18,Rego Park,1
BK19,Brighton Beach,QN60,Kew Gardens,1
BK19,Brighton Beach,QN20,Ridgewood,1
BK19,Brighton Beach,BK96,Rugby-Remsen Village,1
BK19,Brighton Beach,BK83,Cypress Hills-City Line,1
BK19,Brighton Beach,QN37,Kew Gardens Hills,1
BK19,Brighton Beach,BK61,Crown Heights North,1
BK19,Brighton Beach,QN70,Astoria,1
BK19,Brighton Beach,BK90,East Williamsburg,1
BK19,Brighton Beach,QN45,Douglas Manor-Douglaston-Little Neck,1
BK19,Brighton Beach,QN25,Corona,1
BK19,Brighton Beach,QN12,Hammels-Arverne-Edgemere,1
BK19,Brighton Beach,QN38,Pomonok-Flushing Heights-Hillcrest,1
BK19,Brighton Beach,BK79,Ocean Hill,1
BK19,Brighton Beach,QN53,Woodhaven,1
BK19,Brighton Beach,BX43,Norwood,1
BK19,Brighton Beach,BX55,Soundview-Bruckner,1
BK19,Brighton Beach,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1
BK19,Brighton Beach,QN27,East Elmhurst,1
BK19,Brighton Beach,SI37,Stapleton-Rosebank,1
BK19,Brighton Beach,QN48,Auburndale,1
BK19,Brighton Beach,BK77,Bushwick North,1
BK19,Brighton Beach,QN55,South Ozone Park,1
BK19,Brighton Beach,BK64,Prospect Heights,1
BX07,Bronxdale,QN68,Queensbridge-Ravenswood-Long Island City,1
BX07,Bronxdale,BK60,Prospect Lefferts Gardens-Wingate,1
BX07,Bronxdale,QN06,Jamaica Estates-Holliswood,1
BX07,Bronxdale,QN28,Jackson Heights,1
BX07,Bronxdale,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1
BX07,Bronxdale,MN21,Gramercy,1
BX07,Bronxdale,QN31,Hunters Point-Sunnyside-West Maspeth,1
BX07,Bronxdale,QN50,Elmhurst-Maspeth,1
BX07,Bronxdale,BK96,Rugby-Remsen Village,1
BX07,Bronxdale,QN07,Hollis,1
BK09,Brooklyn Heights-Cobble Hill,SI28,Port Richmond,1
BK09,Brooklyn Heights-Cobble Hill,BX52,Schuylerville-Throgs Neck-Edgewater Park,1
BK09,Brooklyn Heights-Cobble Hill,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,1
BK09,Brooklyn Heights-Cobble Hill,QN66,Laurelton,1
BK09,Brooklyn Heights-Cobble Hill,QN44,Glen Oaks-Floral Park-New Hyde Park,1
BK81,Brownsville,QN05,Rosedale,1
BK81,Brownsville,BK27,Bath Beach,1
BK81,Brownsville,BK46,Ocean Parkway South,1
BK81,Brownsville,QN37,Kew Gardens Hills,1
BK81,Brownsville,QN72,Steinway,1
BK81,Brownsville,QN33,Cambria Heights,1
BK81,Brownsville,QN46,Bayside-Bayside Hills,1
BK81,Brownsville,BK09,Brooklyn Heights-Cobble Hill,1
BK81,Brownsville,BX33,Longwood,1
BK81,Brownsville,QN12,Hammels-Arverne-Edgemere,1
BK81,Brownsville,MN32,Yorkville,1
BK81,Brownsville,BK34,Sunset Park East,1
BK81,Brownsville,BK31,Bay Ridge,1
BK81,Brownsville,BX08,West Farms-Bronx River,1
BK81,Brownsville,QN15,Far Rockaway-Bayswater,1
BK81,Brownsville,QN68,Queensbridge-Ravenswood-Long Island City,1
BK81,Brownsville,QN56,Ozone Park,1
BK81,Brownsville,QN17,Forest Hills,1
BK81,Brownsville,QN76,Baisley Park,1
BK81,Brownsville,BX39,Mott Haven-Port Morris,1
BK81,Brownsville,BX13,Co-op City,1
BK81,Brownsville,BX37,Van Nest-Morris Park-Westchester Square,1
BK81,Brownsville,BK72,Williamsburg,1
BK81,Brownsville,QN57,Lindenwood-Howard Beach,1
BK81,Brownsville,BX07,Bronxdale,1
BK81,Brownsville,QN19,Glendale,1
BK81,Brownsville,BK28,Bensonhurst West,1
BK81,Brownsville,QN03,Springfield Gardens South-Brookville,1
BK81,Brownsville,MN14,Lincoln Square,1
BK81,Brownsville,QN99,park-cemetery-etc-Queens,1
BK81,Brownsville,QN66,Laurelton,1
BK77,Bushwick North,QN08,St. Albans,1
BK77,Bushwick North,BX30,Kingsbridge Heights,1
BK77,Bushwick North,BX62,Woodlawn-Wakefield,1
BK77,Bushwick North,BX75,Crotona Park East,1
BK77,Bushwick North,SI08,Grymes Hill-Clifton-Fox Hills,1
BK77,Bushwick North,BX33,Longwood,1
BK77,Bushwick North,BX03,Eastchester-Edenwald-Baychester,1
BK77,Bushwick North,QN23,College Point,1
BK77,Bushwick North,BX28,Van Cortlandt Village,1
BK77,Bushwick North,BX10,Pelham Bay-Country Club-City Island,1
BK77,Bushwick North,BX49,Pelham Parkway,1
BK77,Bushwick North,BX37,Van Nest-Morris Park-Westchester Square,1
BK77,Bushwick North,QN12,Hammels-Arverne-Edgemere,1
BK77,Bushwick North,QN35,Briarwood-Jamaica Hills,1
BK77,Bushwick North,QN02,Springfield Gardens North,1
BK77,Bushwick North,QN15,Far Rockaway-Bayswater,1
BK77,Bushwick North,BX07,Bronxdale,1
BK77,Bushwick North,BX99,park-cemetery-etc-Bronx,1
BK77,Bushwick North,BK23,West Brighton,1
BK77,Bushwick North,BK27,Bath Beach,1
BK77,Bushwick North,SI28,Port Richmond,1
BK77,Bushwick North,BX01,Claremont-Bathgate,1
BK77,Bushwick North,BX52,Schuylerville-Throgs Neck-Edgewater Park,1
BK77,Bushwick North,QN33,Cambria Heights,1
BK77,Bushwick North,BX06,Belmont,1
BK78,Bushwick South,QN44,Glen Oaks-Floral Park-New Hyde Park,1
BK78,Bushwick South,QN48,Auburndale,1
BK78,Bushwick South,SI32,Rossville-Woodrow,1
BK78,Bushwick South,BX98,Rikers Island,1
BK78,Bushwick South,QN12,Hammels-Arverne-Edgemere,1
BK78,Bushwick South,SI28,Port Richmond,1
BK78,Bushwick South,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1
BK78,Bushwick South,BX03,Eastchester-Edenwald-Baychester,1
BK78,Bushwick South,QN66,Laurelton,1
BK78,Bushwick South,SI08,Grymes Hill-Clifton-Fox Hills,1
BK78,Bushwick South,BX52,Schuylerville-Throgs Neck-Edgewater Park,1
QN33,Cambria Heights,BK69,Clinton Hill,1
QN33,Cambria Heights,QN48,Auburndale,1
QN33,Cambria Heights,QN47,Ft. Totten-Bay Terrace-Clearview,1
QN33,Cambria Heights,MN50,Stuyvesant Town-Cooper Village,1
QN33,Cambria Heights,QN56,Ozone Park,1
QN33,Cambria Heights,QN51,Murray Hill,1
QN33,Cambria Heights,BK73,North Side-South Side,1
QN33,Cambria Heights,MN36,Washington Heights South,1
QN33,Cambria Heights,BK88,Borough Park,1
QN33,Cambria Heights,QN55,South Ozone Park,1
QN33,Cambria Heights,MN99,park-cemetery-etc-Manhattan,1
QN33,Cambria Heights,BK90,East Williamsburg,1
QN33,Cambria Heights,QN54,Richmond Hill,1
QN33,Cambria Heights,BK50,Canarsie,1
QN33,Cambria Heights,MN27,Chinatown,1
QN33,Cambria Heights,QN37,Kew Gardens Hills,1
QN33,Cambria Heights,BK37,Park Slope-Gowanus,1
QN33,Cambria Heights,QN02,Springfield Gardens North,1
QN33,Cambria Heights,MN03,Central Harlem North-Polo Grounds,1
QN33,Cambria Heights,MN28,Lower East Side,1
QN33,Cambria Heights,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1
QN33,Cambria Heights,QN52,East Flushing,1
QN33,Cambria Heights,QN46,Bayside-Bayside Hills,1
QN33,Cambria Heights,QN31,Hunters Point-Sunnyside-West Maspeth,1
QN33,Cambria Heights,BK26,Gravesend,1
QN33,Cambria Heights,BK81,Brownsville,1
QN33,Cambria Heights,MN09,Morningside Heights,1
QN33,Cambria Heights,QN76,Baisley Park,1
QN33,Cambria Heights,BX39,Mott Haven-Port Morris,1
QN33,Cambria Heights,QN71,Old Astoria,1
QN33,Cambria Heights,BK28,Bensonhurst West,1
BK50,Canarsie,QN21,Middle Village,1
BK50,Canarsie,BK28,Bensonhurst West,1
BK50,Canarsie,QN46,Bayside-Bayside Hills,1
BK50,Canarsie,QN20,Ridgewood,1
BK50,Canarsie,BK29,Bensonhurst East,1
BK50,Canarsie,QN07,Hollis,1
BK50,Canarsie,MN50,Stuyvesant Town-Cooper Village,1
BK50,Canarsie,QN01,South Jamaica,1
BK50,Canarsie,QN05,Rosedale,1
BK50,Canarsie,MN99,park-cemetery-etc-Manhattan,1
BK50,Canarsie,SI32,Rossville-Woodrow,1
BK50,Canarsie,QN22,Flushing,1
BK50,Canarsie,QN02,Springfield Gardens North,1
BK50,Canarsie,QN28,Jackson Heights,1
BK50,Canarsie,QN54,Richmond Hill,1
BK50,Canarsie,MN04,Hamilton Heights,1
BK50,Canarsie,QN76,Baisley Park,1
BK50,Canarsie,QN63,Woodside,1
BK50,Canarsie,BX62,Woodlawn-Wakefield,1
BK50,Canarsie,QN38,Pomonok-Flushing Heights-Hillcrest,1
BK50,Canarsie,MN32,Yorkville,1
BK50,Canarsie,BK41,Kensington-Ocean Parkway,1
BK50,Canarsie,MN11,Central Harlem South,1
BK50,Canarsie,BK26,Gravesend,1
BK50,Canarsie,SI14,Grasmere-Arrochar-Ft. Wadsworth,1
BK33,Carroll Gardens-Columbia Street-Red Hook,BX36,University Heights-Morris Heights,1
BK33,Carroll Gardens-Columbia Street-Red Hook,BX31,Allerton-Pelham Gardens,1
BK33,Carroll Gardens-Columbia Street-Red Hook,BX52,Schuylerville-Throgs Neck-Edgewater Park,1
BK33,Carroll Gardens-Columbia Street-Red Hook,BX17,East Tremont,1
BK33,Carroll Gardens-Columbia Street-Red Hook,SI32,Rossville-Woodrow,1
BK33,Carroll Gardens-Columbia Street-Red Hook,SI11,Charleston-Richmond Valley-Tottenville,1
BK33,Carroll Gardens-Columbia Street-Red Hook,BX03,Eastchester-Edenwald-Baychester,1
BK33,Carroll Gardens-Columbia Street-Red Hook,QN07,Hollis,1
MN03,Central Harlem North-Polo Grounds,BK46,Ocean Parkway South,1
MN03,Central Harlem North-Polo Grounds,SI05,New Springville-Bloomfield-Travis,1
MN03,Central Harlem North-Polo Grounds,QN56,Ozone Park,1
MN03,Central Harlem North-Polo Grounds,QN45,Douglas Manor-Douglaston-Little Neck,1
MN03,Central Harlem North-Polo Grounds,BK23,West Brighton,1
MN03,Central Harlem North-Polo Grounds,SI22,West New Brighton-New Brighton-St. George,1
MN03,Central Harlem North-Polo Grounds,SI37,Stapleton-Rosebank,1
MN03,Central Harlem North-Polo Grounds,BK25,Homecrest,1
MN03,Central Harlem North-Polo Grounds,SI28,Port Richmond,1
MN03,Central Harlem North-Polo Grounds,BK26,Gravesend,1
MN03,Central Harlem North-Polo Grounds,SI36,Old Town-Dongan Hills-South Beach,1
MN03,Central Harlem North-Polo Grounds,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,1
MN03,Central Harlem North-Polo Grounds,SI08,Grymes Hill-Clifton-Fox Hills,1
MN03,Central Harlem North-Polo Grounds,QN44,Glen Oaks-Floral Park-New Hyde Park,1
MN11,Central Harlem South,BK23,West Brighton,1
MN11,Central Harlem South,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1
MN11,Central Harlem South,SI22,West New Brighton-New Brighton-St. George,1
MN11,Central Harlem South,BK26,Gravesend,1
MN11,Central Harlem South,SI07,Westerleigh,1
MN11,Central Harlem South,QN15,Far Rockaway-Bayswater,1
SI11,Charleston-Richmond Valley-Tottenville,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,1
SI11,Charleston-Richmond Valley-Tottenville,SI36,Old Town-Dongan Hills-South Beach,1
SI11,Charleston-Richmond Valley-Tottenville,MN17,Midtown-Midtown South,1
SI11,Charleston-Richmond Valley-Tottenville,SI35,New Brighton-Silver Lake,1
SI11,Charleston-Richmond Valley-Tottenville,MN25,Battery Park City-Lower Manhattan,1
SI11,Charleston-Richmond Valley-Tottenville,MN36,Washington Heights South,1
SI11,Charleston-Richmond Valley-Tottenville,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1
SI11,Charleston-Richmond Valley-Tottenville,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,1
SI11,Charleston-Richmond Valley-Tottenville,BK37,Park Slope-Gowanus,1
SI11,Charleston-Richmond Valley-Tottenville,MN09,Morningside Heights,1
MN27,Chinatown,BX98,Rikers Island,1
BX01,Claremont-Bathgate,QN19,Glendale,1
BX01,Claremont-Bathgate,BK60,Prospect Lefferts Gardens-Wingate,1
BX01,Claremont-Bathgate,QN35,Briarwood-Jamaica Hills,1
BX01,Claremont-Bathgate,QN54,Richmond Hill,1
BX01,Claremont-Bathgate,MN27,Chinatown,1
BX01,Claremont-Bathgate,QN28,Jackson Heights,1
BX01,Claremont-Bathgate,BK68,Fort Greene,1
BX01,Claremont-Bathgate,BX22,North Riverdale-Fieldston-Riverdale,1
BX01,Claremont-Bathgate,QN68,Queensbridge-Ravenswood-Long Island City,1
BX01,Claremont-Bathgate,BX10,Pelham Bay-Country Club-City Island,1
BX01,Claremont-Bathgate,QN38,Pomonok-Flushing Heights-Hillcrest,1
BX01,Claremont-Bathgate,BK69,Clinton Hill,1
BX01,Claremont-Bathgate,QN34,Queens Village,1
BK69,Clinton Hill,QN05,Rosedale,1
BK69,Clinton Hill,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1
BK69,Clinton Hill,QN48,Auburndale,1
BK69,Clinton Hill,BX22,North Riverdale-Fieldston-Riverdale,1
BK69,Clinton Hill,BX07,Bronxdale,1
BK69,Clinton Hill,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,1
BK69,Clinton Hill,QN45,Douglas Manor-Douglaston-Little Neck,1
BK69,Clinton Hill,SI05,New Springville-Bloomfield-Travis,1
BK69,Clinton Hill,QN43,Bellerose,1
BK69,Clinton Hill,BX49,Pelham Parkway,1
BK69,Clinton Hill,QN41,Fresh Meadows-Utopia,1
BK69,Clinton Hill,BX03,Eastchester-Edenwald-Baychester,1
BK69,Clinton Hill,BX01,Claremont-Bathgate,1
BK69,Clinton Hill,SI35,New Brighton-Silver Lake,1
BK69,Clinton Hill,SI14,Grasmere-Arrochar-Ft. Wadsworth,1
BX13,Co-op City,QN42,Oakland Gardens,1
BX13,Co-op City,BK34,Sunset Park East,1
